,clusters,x,y,Cluster_count,Fx,Fy,magnitude
548,547,-3123.2578260869564,668.2541304347826,23,-80849.4637,14432.848399999999,82127.60128918292
549,548,-3433.0455882352944,738.4321470588235,34,9270.993999999999,-36173.902,37343.03838272457
550,549,-343.3737068965517,-3077.1406034482757,116,-226691.3843,-396962.1811,457130.1312968983
551,550,-3486.534857142857,739.2296857142858,35,49552.98300000001,-80154.53,94235.06143532347
552,551,-3413.3593534482757,815.6389181034482,232,-39400.7469,251436.07211,254504.4542132475
553,552,-3141.7123809523814,620.8186666666667,21,-44031.313,-27621.0498,51977.67709852037
554,553,-3248.5731703204046,681.7978111298482,593,266104.88377,532247.72934,595062.5635627158
555,554,-399.3495,-3048.4875,20,-9094.8773,281.0353,9099.218314882954
556,555,-431.38597142857145,-2999.426,70,-140905.90931,-222077.041,263007.01020656014
557,556,-912.8673043478261,-1937.6173913043476,23,-138455.941,-64635.79866,152799.9805844606
558,557,769.6018965517242,2308.737255172414,725,-828669.7994,1057966.87118,1343870.3571967182
559,558,1646.4417117117116,1925.3309909909908,111,55919.29883,24724.1675,61141.249907136305
560,559,1722.4591578947368,1880.3847368421052,95,-10909.235,-24169.64042,26517.59654111441
561,560,1762.9311538461538,1836.2523076923076,26,22389.907,20589.192,30417.474626956016
562,561,-1678.4076744186045,-1206.436976744186,43,-4236.6698867,7348.1785,8482.045684664334
563,562,-3128.788888888889,965.6635111111111,45,146705.9523,-3936.7588000000032,146758.7629755009
564,563,-3079.4197560975613,907.1995853658537,205,366447.85674,506130.1163,624861.3656925759
565,564,1918.2684615384617,1893.6151923076925,52,-231316.93000000002,84585.93000000001,246297.18158880709
566,565,1825.2924444444443,1791.2201699346404,765,-474317.865613,-103768.23756700002,485536.079779282
567,566,2493.6468536853686,1487.3949834983498,5454,-7125333.777922,-297273.8111286,7131532.315398922
568,567,-2289.64884057971,849.344168115942,345,-233160.4747,-1106075.718639,1130383.6969476824
569,568,-1158.7551219512195,1066.2431707317073,41,-29136.59399999999,-231296.7009,233124.65540380945
570,569,-2287.4430303030304,712.4777272727273,33,-14499.1689,-177305.8442,177897.69050289944
571,570,-2949.8325,788.3778125,48,-40557.7864,-9477.94197,41650.515262775705
572,571,674.2551666666667,-2263.1991666666668,48,124493.0775,-174191.73058,214105.78074371628
573,572,1241.9121739130435,1545.9039130434783,23,-48974.3029,6240.685000000001,49370.319968683354
574,573,960.109761904762,-2650.808095238095,21,2706.9877,-7251.7989,7740.566496968584
575,574,3522.7526923076925,1316.5696153846152,52,-22626.022100000002,14226.3209,26726.86069143672
576,575,3565.2772043010755,1148.0125806451613,93,-204537.665,-60478.580140000005,213291.61975896434
577,576,3429.7803999999996,1509.2984,100,-23715.411028000002,36866.566399999996,43835.65259412243
578,577,-851.4550476190476,-2276.7409523809524,21,-8582.9776,12741.0933,15362.387931614234
579,578,-1036.8301482259571,-2112.735926704015,4284,-13600432.887904,-3289816.860976,13992664.854027724
580,579,-1288.2077272727272,1153.88,22,188104.15600000002,-30757.185999999998,190602.1458302895
581,580,-1159.18192,1171.87552,250,-255314.5063,77732.00747999997,266885.29767314554
582,581,-3413.189047619048,-593.5792380952381,21,-2063.4681000000005,28447.2024,28521.94286836511
583,582,-3592.7020680894307,-462.9332484756098,1968,931432.4712320003,-9545961.46868,9591295.366632631
584,583,-3563.5528081123243,-782.5076573062923,1923,-6844056.144535,-2917307.0186799997,7439878.006445192
585,584,-734.1445813953488,965.1852093023256,43,-143577.8046,-21270.754999999994,145144.8620931027
586,585,-814.4107037037036,946.2637407407407,81,-69202.0439,-75328.25720000001,102290.12275252621
587,586,-1222.9848529411765,1022.8690588235295,136,2821.821000000007,-289092.0021,289105.77363993
588,587,-925.9890833333334,917.1050833333334,24,65328.25252,30170.1756,71958.46074682061
589,588,-1020.0171266149871,862.5591274763135,1161,-355454.69125000003,-905938.017552,973176.1038875136
590,589,-1480.5576825396824,-1602.6006666666667,315,665438.22969,-80321.7994,670268.326114113
591,590,-495.21118181818184,-2677.688727272727,55,-1068347.8932,279438.33,1104288.459225246
592,591,861.2512142857142,-2270.1657142857143,42,-80502.87950000001,-487728.728,494327.85246664943
593,592,-970.3306279069767,-2829.985581395349,43,-8938.6624,32903.9564,34096.48123009579
594,593,-956.4468666666668,-2775.699157894737,285,21476.599682,707554.657326,707880.524832838
595,594,-383.6321538461538,-2749.0023076923076,26,-30304.13818,3755.2419999999993,30535.923652496545
596,595,-819.4515905511811,-2687.9177952755904,127,89.18994000000293,123249.23176,123249.264031375
597,596,-788.1600747663551,-2793.685046728972,107,92504.89822,236466.8627,253916.7843012218
598,597,-440.1026271186441,-2770.6489830508476,59,8436.285,7710.845899999999,11429.262841267227
599,598,-492.6335263157895,-2890.5132894736844,228,-15344.642950000001,-175247.9741,175918.4768391804
600,599,-402.8204230769231,-2839.524230769231,52,-260311.533,-553304.993,611480.5879924073
601,600,-566.0982923076923,-2819.802,65,2726.7346999999995,6149.638649999999,6727.0452391639155
602,601,-414.2714371257485,1265.8962874251497,167,192526.472728,53847.42469999999,199914.95153666593
603,602,-684.549300925926,-2691.8600925925925,216,199372.459232,26996.162570000004,201191.8743232971
604,603,-588.3590909090909,-2677.2698930481283,187,-196533.018708,106023.29496999999,223307.33646428792
605,604,448.87713043478254,-2008.5280434782608,46,374045.7881,-636837.3652,738560.8176109997
606,605,484.93325,-2050.82,32,54177.4105,-220059.5666,226630.54661864394
607,606,488.5332916666667,-2426.579166666667,24,-322065.907,-744497.4318,811173.7633876778
608,607,384.41626436781604,-2141.10908045977,87,-190387.78579999998,-4584443.169,4588394.782358269
609,608,432.47908,-2095.0176,25,-311106.344,-580314.286,658446.5261604286
610,609,582.987806451613,-2164.570494623656,465,-221841.80941,-2494544.79121,2504389.6469509783
611,610,469.58666666666664,-2227.8884057971013,69,-173065.71583,-794075.9582,812716.6599664354
612,611,537.8724301886792,-2349.765283018868,265,-594001.136547,-3609879.8424,3658424.500626598
613,612,-2927.6171875,446.3839375,32,68816.999,53090.113,86915.7031250324
614,613,-1537.4772209567197,-1164.2314123006834,439,-305828.0134,159492.03672,344918.0823866508
615,614,-3234.451935483871,95.31967741935483,31,-141500.973,-141923.51799999998,200411.60226255129
616,615,-3256.522,55.748005,20,-2397.089,-18341.288999999997,18497.267848399715
617,616,-3317.169032258065,155.25270967741935,31,-15531.6129,17702.96998,23550.502019876938
618,617,-3221.175161290322,418.9885483870968,31,24758.543999999998,-6659.783999999998,25638.608073110987
619,618,-3276.5373913043477,451.94491304347827,23,12916.779170000002,-9088.97788,15794.071768536296
620,619,-2712.009772727273,-396.93465909090907,44,-48785.2193,75915.6607,90239.59863422828
621,620,-2731.9034883720933,590.1567906976744,43,29487.060999999998,109376.67224,113281.69841909199
622,621,1399.2417021276597,1480.4608510638298,47,-11582.395100000002,-15034.1087,18978.31132255765
623,622,-3343.84649122807,288.62428070175434,57,-72910.37597,41754.03011,84019.77121198045
624,623,-3145.8356357827474,274.4851856230032,3130,384631.2046703,781876.888841,871362.5152081123
625,624,908.435,-2608.8081818181818,22,-6604.6287999999995,28356.622,29115.616648744937
626,625,17.975839523809526,-2409.424761904762,21,159915.214,-537047.1664,560350.3677226732
627,626,-1640.9775,-1070.4309090909092,44,-32710.43112,-39697.48075,51437.945934425545
628,627,170.51903571428574,812.2880714285714,28,-40446.599,22501.6985,46284.48774753485
629,628,-2163.6353125,-747.9857499999999,32,42291.648010000004,27987.3244,50713.64528874426
630,629,-3441.8594736842106,127.37803052631578,190,3053418.3032,3556375.23961,4687341.269763473
631,630,1242.5495384615385,2156.7393076923076,130,-9153.816640000001,68108.21611,68720.60433934792
632,631,-253.95167886178862,1144.3717886178863,246,14279.798400000007,163705.04245,164326.66723907276
633,632,-124.5755617414248,1315.183852242744,379,189585.99774,-164492.03764,250998.96610550102
634,633,-1017.1138913043478,-981.8526956521739,46,114108.8769,336663.9034,355476.3278193133
635,634,-1209.3843200000001,-1244.08288,125,864230.8798,2177928.6398,2343132.1289378796
636,635,1438.5046666666667,1534.7013333333332,45,-55692.1988,-1187.5757000000003,55704.859242457045
637,636,1326.6691304347826,1522.8271739130435,46,-2971.8818,-31009.443,31151.5270348569
638,637,1276.0163461538464,1466.9128846153847,52,-2673.6256000000003,-25544.9339,25684.46849370928
639,638,1336.877358490566,1414.80320754717,53,-9965.352599999998,-7219.133550000001,12305.45170463329
640,639,2254.3817567567567,1618.1120270270271,74,215.88288999999975,-19043.034,19044.257647578463
641,640,2058.9704109589043,1456.257397260274,73,-64833.30546,-4344.93539,64978.73467845415
642,641,-86.75263560606061,-2654.0823484848484,132,-184696.6617,-697989.1115,722012.2274696487
643,642,3365.38,1147.99796875,64,-86708.0258,-96020.5052,129376.2696826458
644,643,3450.956260869565,1220.7582173913045,230,99874.44653,141082.72199999998,172856.12374632005
645,644,945.3119166666667,-1751.8675,48,-94388.8876,171223.6686,195516.76856783425
646,645,-678.2320227272727,-1774.0754545454545,44,419933.3319,-218732.0283,473484.6390801581
647,646,-738.464552631579,-2248.5976315789476,38,-104409.8233,2606.638000000001,104442.35617411294
648,647,-817.8174166666666,-1850.6295833333334,96,-268956.7897,-96972.3941,285904.5294206018
649,648,-682.5185411334552,-1982.5318967093235,2188,-7679681.99532,-1718483.536683,7869606.166454119
650,649,-771.2384285714286,-2160.698095238095,42,-118658.738,-72868.402,139246.9034262028
651,650,3390.7570892857143,1380.6105892857145,560,-1113288.29614,648455.43583,1288373.114660415
652,651,1138.0975,-277.17555000000004,20,68627.13990000001,24312.2834,72806.39707454345
653,652,-2863.636206896552,657.8122068965517,29,-20369.227000000003,19241.0714,28020.068472390052
654,653,-2835.7688235294117,492.88717647058826,34,-35710.0438,-128409.341,133282.27970834007
655,654,-2973.980112233445,669.2820392817059,891,54857.98839799999,798002.983323,799886.3421033536
656,655,-2426.0248,491.483,25,-27325.0616,-65560.843,71027.34069578027
657,656,833.8888333333333,-1521.8925,36,28839.492879999998,22872.4776,36808.51234616895
658,657,-2708.5441860465116,717.051976744186,43,-25680.0879,150275.3554,152453.76136766202
659,658,-2234.2925,633.0043333333333,96,-143361.458988,-83485.4297,165898.53795426182
660,659,-310.13790666666665,-1698.7473333333335,75,-138892.1473,-49457.3231,147434.9191671454
661,660,-755.9666969696971,-1341.8066666666668,66,353382.1597,680630.9524,766901.1958258817
662,661,-862.0572337662338,-1333.7997402597402,77,222930.7251,304670.14642,377520.868712176
663,662,-2407.7609523809524,-385.2551666666667,42,-4939.601099999999,-4481.01548,6669.269732071183
664,663,-1179.3286666666668,-873.0041555555555,45,399032.3092,448397.815,600239.4391259697
665,664,360.33580434782607,2276.3471739130437,46,-162117.93297,218386.04799999998,271982.8857695346
666,665,-2076.9973684210527,-788.4867631578948,76,3080.9140000000016,123786.05170000001,123824.38623530694
667,666,771.0780952380952,2044.4947619047618,21,128834.5756,59933.69240000001,142092.9109939336
668,667,-2043.6875,161.28166666666667,24,-18405.41,2194.50392,18535.77526630584
669,668,-2613.354648241206,587.4994773869346,398,411308.54212999996,5886166.482483,5900519.517494658
670,669,-2883.9175862068964,-244.1283103448276,58,-120472.46158,85622.03652,147799.68584870806
671,670,986.2345172413793,2049.5537931034482,29,-17993.2731,-32092.018,36792.057514679815
672,671,-3171.0385135135134,48.203586756756756,74,-94066.91656,-11708.122500000001,94792.7472097998
673,672,-2470.8215384615387,216.9026153846154,26,9973.3857,4808.5166,11072.048329619956
674,673,-458.6622,-1770.4808888888888,45,-46355.2258,-159134.1038,165748.21251282972
675,674,-533.6449571428572,-1806.5109285714286,140,196823.3427,-254450.08927453,321689.72032599663
676,675,2836.444578313253,372.3281204819277,83,-13099.746500000001,125201.7874,125885.22918324874
677,676,-1203.984375,-806.201375,32,44423.661,387618.056,390155.37801478786
678,677,746.721347826087,1636.586086956522,46,135473.74001,-21210.8076,137124.15028484695
679,678,47.331745454545455,874.1135151515151,33,-47984.0089,12712.0478,49639.3117335924
680,679,-2889.967619047619,289.32366666666667,21,-18822.3743,2898.7081000000007,19044.271656808145
681,680,-1271.6983783783785,-1456.533243243243,37,147716.1529,204002.56650000002,251867.24472658825
682,681,3248.8776190476187,1368.5335714285716,42,-20629.152299999998,-40849.9355,45763.294843911266
683,682,2849.1875555555557,1825.7873333333332,45,-145409.853,151092.68,209697.4565870173
684,683,2900.991482320943,1542.1053762466001,2206,-603978.31438,832282.508388,1028340.3998724971
685,684,3105.1138157894734,1259.3211842105263,76,-96879.34603,-18652.852460000002,98658.68736251768
686,685,3291.6596226415095,1195.4149056603774,53,-20915.720343,86521.908,89014.08833115715
687,686,3223.2579464285714,1279.1508928571427,112,-853333.9731,-863190.1408,1213785.849654277
688,687,3286.0283898305083,1249.1029661016948,118,-14679.414236,74136.5598,75575.88703608484
689,688,-2022.4811904761907,550.9965714285714,42,-56372.77705999999,64777.0399,85871.73511501124
690,689,-273.392714953271,-2615.0633177570094,214,-652107.9803,-539841.85317,846566.0307412323
691,690,-879.0791206896552,-828.282683908046,174,-538977.6484,298738.9165,616231.9739403238
692,691,-847.3546071428572,-927.728,28,-30004.321,-4284.616099999999,30308.698648992176
693,692,-2204.444705882353,-184.62119607843138,51,-36296.3337,55752.61519999999,66526.52058916824
694,693,1235.4010344827586,2066.6741379310347,116,24394.2404,-34362.6984,42141.12013250662
695,694,1149.5125170068027,1983.8213605442177,147,3434.520099999999,-97294.4767,97355.07754937155
696,695,-360.68839024390246,-2512.8014634146343,41,-52847.3038,-168658.5643,176744.30353102394
697,696,-2769.5027999999998,-234.83356,25,-52560.1261,34297.375,62760.47153693578
698,697,-356.9685070422535,-2652.007136150235,213,-539644.9903,-742732.2058,918078.3436550612
699,698,-489.4689419087137,-2546.4924481327803,241,-42636.82927,-80780.62900100001,91342.26421540213
700,699,1276.1583333333333,1948.7316666666666,24,-96759.37100000001,42679.2878,105753.94783851273
701,700,1484.90656612529,1794.3054292343386,1293,1972423.45105,364428.868524,2005807.2366171367
702,701,1330.1486956521737,1984.3447826086956,23,-111206.316,78945.96476999999,136379.28754674565
703,702,1357.4024137931033,2015.3553448275861,58,271484.9522,-11672.933200000001,271735.78461536486
704,703,-3747.28,35.54881488372093,43,32698.199099999998,806209.31043,806872.1239752922
705,704,528.6596162790697,-1933.1591860465116,86,-191370.0952,-832828.0021,854532.0324123226
706,705,414.36145945945947,-1883.3859459459459,37,-3802.6889999999985,3276.8307000000004,5019.7672323707875
707,706,453.20414705882354,-1925.5635294117649,34,21399.8667,9288.4591,23328.73265375
708,707,-324.1236818181818,1041.4836363636364,44,-99765.71835,-46675.1,110144.2849988211
709,708,-994.1316363636364,-1086.8518181818183,44,-6752.717699999999,135713.468,135881.36219851093
710,709,2348.679793814433,1166.6334020618558,97,372337.6412,218164.94460000002,431545.20285446465
711,710,-199.11307881355933,-2504.328559322034,472,-1273978.27841,-149739.7518,1282748.084048319
712,711,842.0873548387096,2085.143548387097,31,57034.7795,815.1049999999993,57040.603685222726
713,712,-3591.4877876106193,137.2873185840708,113,102528.3097,76154.5135,127716.7342847475
714,713,-859.327,-1258.1937704918034,61,496703.5515,-15312.172800000002,496939.51413483935
715,714,-1348.9847916666665,-2155.399375,48,-28256.751999999997,38425.589,47696.644783322285
716,715,-1401.9016438356166,-2102.2624657534247,73,-312479.1415,37730.27974,314748.7694683423
717,716,176.80660526315788,-2455.112105263158,38,-26894.97899,-59818.511,65586.5394202931
718,717,87.13855,-2398.7918055555556,72,-143972.4576,-280232.12,315052.55058018205
719,718,44.225775999999996,-2540.0296,25,65705.89,-115339.225,132741.85777023283
720,719,107.5912156462585,-2484.6511564625853,147,155848.61563,-1099199.135,1110192.5640980196
721,720,-3656.3459545454543,-158.60501818181817,220,8441.139769999996,-303261.62457,303379.07933384646
722,721,-3518.710029498525,-198.52625073746313,339,-89274.9456,-419177.81176,428579.110297953
723,722,-2391.7675,-136.90271875,32,-55535.7832,87.07789000000321,55535.85146728489
724,723,-2953.732931034483,59.517894827586204,58,3074.117599999998,-147734.25699999998,147766.23731543237
725,724,-3011.8323684210527,51.53713157894737,38,22966.2994,16865.811,28493.972850730406
726,725,-2929.520434782609,-46.29697391304348,23,20911.548,4892.9220000000005,21476.348047430874
727,726,-2990.5617307692305,-52.07850961538462,52,-26153.6301,-53886.9221,59898.35340657616
728,727,-2961.175135135135,1.0256568486486486,37,-61294.613,-168011.25900000002,178842.98346198784
729,728,-3056.417,2.5922535483333333,120,1524.528000000003,-155503.960131,155511.43302679202
730,729,-546.1698636363636,-2025.3845454545453,22,-157978.749,-35487.1992,161915.49166977656
731,730,-1964.0587912087915,-583.4521978021978,273,-160551.66492,424203.303338,453569.4871477305
732,731,-3536.823703703704,40.822974074074075,27,-37478.454,-47356.234000000004,60392.44499846709
733,732,-3700.7504999999996,47.012975,20,-9077.493,-3938.6321,9895.135268615553
734,733,-3597.662285714286,42.33826571428572,35,-47212.92239,-66033.111,81175.31514532288
735,734,-3667.95192893401,-0.5044331522842639,197,-12858.206600000003,-51006.29907,52602.05339895551
736,735,240.16547826086955,758.5565652173913,46,-53120.778000000006,13069.45114,54704.91393308403
737,736,-3735.996304347826,146.41783695652174,92,-27875.38107,10494.622357999999,29785.465721300174
738,737,-3675.7553333333335,123.70658333333334,60,-342003.88741,26968.1634,343065.5051746256
739,738,3536.0565714285713,695.1836,35,40030.9328,-63567.7168,75122.10194079448
740,739,2152.297837837838,1170.8986486486488,37,3241.9328,-70169.39253,70244.2437236599
741,740,-1602.131463414634,625.1008536585365,41,77715.0346,50070.0458,92448.01830917358
742,741,-603.1218809523809,1029.722380952381,42,64978.092000000004,-107763.4489,125837.64682631099
743,742,-628.296,913.5467623762376,101,118510.3641,-94193.2329,151383.85489631386
744,743,-563.56666,953.6196400000001,50,93146.75400000002,24383.706799999993,96285.42432811357
745,744,-411.74697619047623,973.7761095238095,210,115537.99279999999,-250832.19955000002,276162.6696556648
746,745,-483.0227,991.7562,20,-3143.119000000001,-54402.384099999996,54493.105920034446
747,746,-511.0457826086957,954.0121304347825,92,-3473.6076000000003,-71480.030238,71564.38131210367
748,747,-141.075225,779.03755,40,-71355.3878,21241.0166,74449.79620045889
749,748,-2811.0244736842105,414.07705263157897,38,-17557.8958,-2475.2588999999994,17731.514643303508
750,749,-24.642718125000002,804.2062708333333,48,-132303.0885,-40050.95169,138232.36219465235
751,750,-1999.6895652173914,-799.0078260869566,23,-48245.098,12551.755,49851.13874937692
752,751,-472.17027272727273,-2428.6610909090914,55,-56757.3315,-129166.2243,141086.1728835211
753,752,1227.1709523809525,1375.1909523809522,21,-67822.807,-15292.83,69525.56219670683
754,753,325.5915925925926,-102.91727407407407,27,2008.2939200000005,17318.412099999998,17434.467073430587
755,754,-456.77982142857144,-2363.0728571428567,28,-202120.025,-335035.71,391281.78015492205
756,755,-1458.6784248210024,-1334.591002386635,419,367363.43052,612794.58321,714473.996234251
757,756,-1367.6028571428571,-1290.5219047619048,42,-88212.889,-14335.975600000003,89370.20746384175
758,757,-1241.4338271604938,-1364.5732098765432,81,37945.990099999995,-391695.074,393528.81617555633
759,758,-1324.766231884058,-1357.9952173913043,69,-85296.0275,49668.15734,98703.28343490785
760,759,-2705.3936,176.42672,25,48601.66603,-9102.75703,49446.7605252242
761,760,905.9103913043477,2102.5647826086956,23,-4507.4242,-4203.6518,6163.405014631838
762,761,-1841.3986111111112,807.2035416666666,144,-2761040.8757,2052295.3129999998,3440241.6730584484
763,762,-1674.8919999999998,606.57945,20,59469.824,21356.877,63188.417940189844
764,763,-1582.0306938775511,548.546987755102,245,-233450.529253,-91698.60889999999,250814.24298213402
765,764,1145.199756097561,1714.7982926829268,41,5768.2963,-29232.04786,29795.735672977167
766,765,3311.2337878787876,804.1551818181817,66,150461.607,-125584.0036,195984.78803526374
767,766,-1902.5369724770642,490.07838532110094,109,2697937.4049,996533.5349,2876098.977250059
768,767,1433.8908552631578,684.5930592105263,152,42737.741982,-123889.59000000001,131053.97781100773
769,768,3247.6603448275864,678.7185287356322,87,20749.5076,50303.241365,54414.68696471482
770,769,-300.3917142857143,-2127.9285714285716,21,-59052.782,-848556.4720000001,850608.7921218699
771,770,-437.0266266666667,-2500.7157333333334,75,-200550.81315,-449193.6063,491930.4062526788
772,771,359.0188372093023,-2026.5845348837208,86,-325104.82550000004,-768473.7524,834413.000672402
773,772,50.796448387096774,-1634.0613978494623,93,-200691.217,-476603.7642,517134.52082659333
774,773,-534.1655675675676,-2296.1256756756757,37,-1276.0466,-18178.32103,18223.052718880877
775,774,-564.0541791044776,-2353.2147761194033,67,-26434.368199999997,-128282.2136,130977.48718100067
776,775,-619.9836976744186,-2364.0437209302327,43,130819.3881,-109313.883,170479.43371385333
777,776,-611.109925925926,-2457.596666666667,54,-23004.88764,-54572.819,59223.45336887901
778,777,-592.7183333333334,-2419.922962962963,27,1836.6904999999995,3994.3340000000017,4396.37761075482
779,778,-477.2936433566433,-2080.2974825174824,143,-3056.6615999999995,145039.2121,145071.41767669364
780,779,-491.5781923076923,-2149.038076923077,26,-45780.394,-22413.8972,50972.80905038885
781,780,-725.9191034482758,639.5339655172414,29,54119.603,-37287.0784995,65721.05942470407
782,781,-820.3453448275861,652.308091954023,87,120193.4192,-65131.52304,136706.15682000932
783,782,-609.3006793760833,782.0424887348354,577,736874.2123,-611450.50263,957525.6246802093
784,783,-2145.2027586206896,739.4014827586207,29,25323.627999999997,67091.69735999999,71711.79812086861
785,784,-322.33320833333335,-2450.025416666667,24,-45078.2211,-126030.797,133849.94512511275
786,785,-371.36841747572817,-2279.190776699029,103,-517072.31179999997,-1599521.0451,1681020.9247204487
787,786,-438.1778470588235,-2279.133294117647,85,-54875.7802,-6106.710499999999,55214.51951877805
788,787,-288.6287537878788,-2239.725265151515,264,-704780.7954000001,-2794303.75998,2881813.573533691
789,788,-377.19852688172045,-2201.4712903225804,93,-669866.1182,130407.01254,682441.6496902457
790,789,-455.58692805755396,-2197.619568345324,139,-238263.7767,-458278.5982,516516.11867927655
791,790,-282.0550926640927,-2364.7818146718146,259,-429634.29011999996,-1348505.62255,1415292.5624392573
792,791,-372.1730612244898,-2411.129387755102,49,-130254.85960000001,-409647.6691,429857.58251830196
793,792,-2403.62375,436.81300000000005,24,-48351.11921,-14794.943000000003,50564.02938090357
794,793,-2330.0978921568626,459.2655147058823,204,1581013.408,2144734.7042,2664486.8826240515
795,794,-2499.2961764705883,-272.87394117647057,34,-56447.9946,-68484.656,88749.78423523049
796,795,-121.16531666666667,-1626.9345833333334,24,-74180.894,-70386.29418,102259.64718809046
797,796,-97.22592391304347,-1684.1854347826086,46,-536115.34538,-271523.062,600952.940545075
798,797,-164.34826530612244,-1690.2515306122448,98,-560286.803,-2810698.956,2865998.939789659
799,798,-384.2415625,-1782.7959375,32,86365.41500000001,-7355.210799999998,86678.04816696476
800,799,217.29432,-2263.9184,25,16728.009,-158004.81,158887.84178860314
801,800,-170.36747524752477,-2273.258613861386,101,-641751.6627999999,10141.245939999997,641831.7860434932
802,801,-2838.47126984127,348.6355396825397,63,-409172.95599,122607.78480000001,427147.7224651415
803,802,-356.46418518518516,-1821.0022222222221,27,193621.173,-142922.052,240657.1660719594
804,803,-400.69268072289157,-1874.254518072289,166,-454430.2834,-119788.15759999999,469953.2797759866
805,804,-1349.8499029126215,-2035.9176699029126,103,-475766.6801,-101284.7467,486428.343959785
806,805,-2560.7520999999997,459.4706,200,30066.560899999997,3494.8130020000012,30268.990770627897
807,806,136.72191666666666,-1858.8175,24,-37297.488000000005,-73069.4278,82038.0636663833
808,807,-2769.3038679245283,296.81077358490563,106,-255050.825,218206.3377,335655.9684343883
809,808,44.71586086956522,-1726.6278260869567,23,14978.047,-304070.805,304439.4789531775
810,809,-2876.7429838709677,178.37825403225807,496,-2855445.2105,3960504.93072,4882536.9078405155
811,810,-2576.441608478803,-359.7172144638404,802,-3474773.384007,-635576.7634,3532422.383064839
812,811,-2159.893620689655,71.46370172413793,58,-143526.2848,58680.95607,155058.8566763601
813,812,-435.4647811158798,-1978.3389699570814,233,-249356.347698,-351781.28051,431194.45434112573
814,813,-2446.425846153846,302.1595538461538,65,-56496.031299999995,18523.2765,59455.13707785082
815,814,166.87225,-1800.1850961538462,104,-188695.3812,31452.630499999992,191298.75810256283
816,815,228.96186842105263,-1764.2457894736842,38,40825.8481,-236130.458,239633.7686311636
817,816,294.5403928571428,-1783.7914285714287,28,-9928.177600000005,2903.9000400000004,10344.145489089655
818,817,-2150.3904545454543,131.29439393939396,66,88609.9535,18320.70497999999,90484.09854906196
819,818,-2216.5377906976746,85.74127441860465,86,-66872.9291,25081.54737,71421.79404696566
820,819,-2300.888214285714,138.14535714285714,28,10230.75754,36057.2017,37480.53086972955
821,820,-2310.8042696629213,193.58312359550564,89,382480.345,470492.9423,606345.4651149212
822,821,-2166.5871428571427,242.52512698412698,63,53471.02021,372900.47185,376714.62927294296
823,822,-2209.1538028169016,200.45381690140843,142,-1057128.2231,1485649.18153,1823368.7423709233
824,823,-2915.2349999999997,-89.94115263157896,38,-25359.3028,-1576.6775000000007,25408.269331874893
825,824,-2711.009557522124,364.11760176991146,113,30741.18356,193150.99327,195582.02005260403
826,825,-3490.74468164794,-60.60409494382022,267,-21734.175689999993,-680781.1108,681127.9580335884
827,826,-2585.0295187165775,213.12004278074863,187,-64618.912,175703.41358,187209.22341521602
828,827,-2513.017142857143,152.10134285714284,35,33980.181,35319.87875,49011.69794760698
829,828,-2663.939615384615,346.09534615384615,26,14513.2696,9824.1594,17525.669813131037
830,829,-2584.057020408163,333.88995102040815,245,-378649.54699999996,-292281.70894,478334.69121964386
831,830,-2438.7810344827585,-151.2964827586207,29,61161.752,-27250.2626,66957.72337436856
832,831,-2449.0654901960784,-192.8703529411765,51,-81382.3564,-20422.5789,83905.71888818633
833,832,-2374.4785714285713,-212.06589285714287,28,-80927.214,120609.7577,145244.37207084653
834,833,-2340.8167729083666,322.9752828685259,251,-596878.33595,-191833.5798,626948.0602612341
835,834,-2465.166041666667,376.70079166666665,48,-505163.87590000004,79262.7911,511344.43535377685
836,835,-2830.9903999999997,-68.033072,25,-35963.3692,-17476.2808,39984.80104759754
837,836,281.789,-1872.4796296296295,54,-8262.875810000001,-566752.719,566812.9494026619
838,837,198.7765,-1941.9739999999997,20,-1254.1740000000004,-17391.5925,17436.75549258899
839,838,219.58491160220993,-1862.3601104972374,181,254479.22917,-636390.07158,685384.5645216668
840,839,-2698.949565217391,-255.32052173913044,23,-28206.7969,10046.4045,29942.505485270765
841,840,-3273.39034965035,-127.48674755244754,143,-134171.0663,87641.44126,160258.84455532877
842,841,-3408.835964912281,-4.399572052631579,57,-112557.013,80106.9027,138152.80321321546
843,842,-356.3199268292683,-2107.6347154471546,123,-199191.7224,-1373110.79103,1387483.5446648407
844,843,-2683.373404255319,-72.05561489361702,47,-25157.362,-1632.36119,25210.265088920867
845,844,-3384.0739999999996,-339.96135,40,-33401.461,-430.7899800000009,33404.23890678232
846,845,-2528.38,86.14049032258065,31,-22928.864400000002,4919.5244999999995,23450.68323055189
847,846,985.228064516129,1373.6058064516128,31,-44474.281200000005,-42323.5288,61394.15915493186
848,847,-3339.7505263157896,88.2480302631579,76,87803.89365,-50599.3037,101340.0872065213
849,848,-3449.3235999999997,-293.91360000000003,25,-8968.963300000001,17139.63712,19344.494391997658
850,849,-3438.941224489796,-337.621112244898,98,-11846.443200000002,187438.38862,187812.37378019845
851,850,-2624.77906779661,102.46915762711865,118,-90039.8645,43965.766299999996,100200.62777011217
852,851,-2749.0348148148146,41.1095996031746,567,-91670.30099999999,-105006.910461,139391.15943988366
853,852,-2449.2735031847133,47.55120382165605,157,48270.169213,162226.12059,169255.2020988805
854,853,-2532.514547169811,-61.52518670754717,530,-248408.93368,403529.936718,473860.11454823636
